"site","LMA.slp","VPDmean.slp","VPDmax.slp","VPDmin.slp","precip.slp","Tmean.slp","Tmax.slp","Tmin.slp","nYears","vegType","PFT","woodyNonWoody"
"AlmontCO",6.9299e-05,0.00245366680760085,0.00694570300744844,4.85196626165518e-05,-10.102,0.0298077121849268,0.0596191120781675,0.0530008298228252,16,"Mixed f.","conifer","woody"
"AlmontCO",6.9299e-05,0.00245366680760085,0.00694570300744844,4.85196626165518e-05,NA,0.0298077121849268,0.0596191120781675,0.0530008298228252,0,"Mixed f.","conifer","woody"
"AlmontCO",6.9299e-05,0.00245366680760085,0.00694570300744844,4.85196626165518e-05,3.9168,0.0298077121849268,0.0596191120781675,0.0530008298228252,1,"Mixed f.","conifer","woody"
"AlmontCO",NA,0.00245366680760085,0.00694570300744844,4.85196626165518e-05,3.9168,0.0298077121849268,0.0596191120781675,0.0530008298228252,0,"Mixed f.","conifer","woody"
"AlmontCO",-0.00077275,0.00245366680760085,0.00694570300744844,4.85196626165518e-05,3.9168,0.0298077121849268,0.0596191120781675,0.0530008298228252,13,"Mixed f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,-0.99199,0.0495678267976175,3,"Evergreen conifer f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,NA,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,6,"Evergreen conifer f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,NA,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,14,"Evergreen conifer f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,1.447,0.074818,0.0495678267976175,1,"Evergreen conifer f.","conifer","woody"
"ANDT1",-0.000283635142193163,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.36988,0.074818,0.0495678267976175,4,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,-0.99199,0.0495678267976175,3,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,NA,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,6,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,NA,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,14,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,1.447,0.074818,0.0495678267976175,1,"Evergreen conifer f.","conifer","woody"
"ANDT2",-0.000308869765141782,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.36988,0.074818,0.0495678267976175,4,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,-0.028815,0.000312160675193179,5.38587458069943,-0.012579,-1.0804,0.0513663371297523,3,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,-0.028815,0.000312160675193179,5.38587458069943,-0.012579,NA,0.0513663371297523,0,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,-0.028815,0.000312160675193179,5.38587458069943,-0.012579,0.07691,0.0513663371297523,4,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,NA,0.000312160675193179,5.38587458069943,-0.012579,0.07691,0.0513663371297523,0,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,0.015254,0.000312160675193179,5.38587458069943,-0.012579,0.07691,0.0513663371297523,16,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,0.015254,0.000312160675193179,5.38587458069943,1.4101,0.07691,0.0513663371297523,1,"Evergreen conifer f.","conifer","woody"
"ANDT3",-0.000332619937349662,0.00122296591025698,0.015254,0.000312160675193179,5.38587458069943,-0.38965,0.07691,0.0513663371297523,4,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,-0.028815,0.000312160675193179,5.38587458069943,-0.012579,-1.0804,0.0513663371297523,3,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,-0.028815,0.000312160675193179,5.38587458069943,-0.012579,NA,0.0513663371297523,0,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,-0.028815,0.000312160675193179,5.38587458069943,-0.012579,0.07691,0.0513663371297523,4,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,NA,0.000312160675193179,5.38587458069943,-0.012579,0.07691,0.0513663371297523,0,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,0.015254,0.000312160675193179,5.38587458069943,-0.012579,0.07691,0.0513663371297523,16,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,0.015254,0.000312160675193179,5.38587458069943,1.4101,0.07691,0.0513663371297523,1,"Evergreen conifer f.","conifer","woody"
"ANDT4",-0.000137015874822327,0.00122296591025698,0.015254,0.000312160675193179,5.38587458069943,-0.38965,0.07691,0.0513663371297523,4,"Evergreen conifer f.","conifer","woody"
"ANDT5",-5.3223e-05,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,-0.99199,0.0495678267976175,3,"Evergreen conifer f.","conifer","woody"
"ANDT5",-5.3223e-05,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,NA,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT5",-5.3223e-05,0.00144288950915125,-0.019494,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,6,"Evergreen conifer f.","conifer","woody"
"ANDT5",-5.3223e-05,0.00144288950915125,NA,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT5",-5.3223e-05,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,4,"Evergreen conifer f.","conifer","woody"
"ANDT5",NA,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,0,"Evergreen conifer f.","conifer","woody"
"ANDT5",-0.00072486,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.0098035,0.074818,0.0495678267976175,8,"Evergreen conifer f.","conifer","woody"
"ANDT5",-0.00072486,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,1.447,0.074818,0.0495678267976175,1,"Evergreen conifer f.","conifer","woody"
"ANDT5",-0.00072486,0.00144288950915125,0.017105,0.000354947724574688,5.93650663223459,-0.36988,0.074818,0.0495678267976175,4,"Evergreen conifer f.","conifer","woody"
"Ba",-0.0043744,0.00171841881651857,0.00460442881532482,6.50926236222543e-05,-11.848,0.0268523333576574,0.0605650076651475,0.0312760181785981,0,"Grassland","grass","nonWoody"
"Ba",NA,0.00171841881651857,0.00460442881532482,6.50926236222543e-05,-11.848,0.0268523333576574,0.0605650076651475,0.0312760181785981,0,"Grassland","grass","nonWoody"
"Ba",3.149e-05,0.00171841881651857,0.00460442881532482,6.50926236222543e-05,-11.848,0.0268523333576574,0.0605650076651475,0.0312760181785981,14,"Grassland","grass","nonWoody"
"Ba",3.149e-05,0.00171841881651857,0.00460442881532482,6.50926236222543e-05,NA,0.0268523333576574,0.0605650076651475,0.0312760181785981,0,"Grassland","grass","nonWoody"
"Ba",3.149e-05,0.00171841881651857,0.00460442881532482,6.50926236222543e-05,4.202,0.0268523333576574,0.0605650076651475,0.0312760181785981,16,"Grassland","grass","nonWoody"
"BCIT1",3.21480540511402e-05,0.00059284388912143,0.000997613227213159,0.000118865048542757,3.41885987107309,0.0163996841914364,0.0136875128922138,0.0137935474148027,34,"Broadleaf evergreen f.","broadleaf","woody"
"BCIT2",2.7137687327596e-06,0.00059284388912143,0.000997613227213159,0.000118865048542757,3.41885987107309,0.0163996841914364,0.0136875128922138,0.0137935474148027,34,"Broadleaf evergreen f.","broadleaf","woody"
"BCIT3",-3.34790195193929e-05,0.00059284388912143,0.000997613227213159,0.000118865048542757,3.41885987107309,0.0163996841914364,0.0136875128922138,0.0137935474148027,34,"Broadleaf evergreen f.","broadleaf","woody"
"BCIT4",-0.0010557,0.00059284388912143,0.000997613227213159,0.000118865048542757,3.41885987107309,0.0163996841914364,0.0136875128922138,0.0137935474148027,34,"Broadleaf evergreen f.","broadleaf","woody"
"BCIT4",-3.0676e-05,0.00059284388912143,0.000997613227213159,0.000118865048542757,3.41885987107309,0.0163996841914364,0.0136875128922138,0.0137935474148027,0,"Broadleaf evergreen f.","broadleaf","woody"
"BCIT5",3.86360749439916e-05,0.00059284388912143,0.000997613227213159,0.000118865048542757,3.41885987107309,0.0163996841914364,0.0136875128922138,0.0137935474148027,34,"Broadleaf evergreen f.","broadleaf","woody"
"BIGBAS1",NA,NA,NA,NA,NA,NA,NA,NA,34,"Mixed f.","conifer","woody"
"BIGBAS2",NA,NA,NA,NA,NA,NA,NA,NA,34,"Mixed f.","conifer","woody"
"BONA",0.0001807,0.00103233117053258,0.00268247710664003,0.000190229552665403,-4.5072,0.012093,0.00347384067882872,0.0413836208085028,20,"Evergreen conifer f.","mixed","woody"
"BONA",NA,0.00103233117053258,0.00268247710664003,0.000190229552665403,-4.5072,0.012093,0.00347384067882872,0.0413836208085028,0,"Evergreen conifer f.","mixed","woody"
"BONA",-0.00020142,0.00103233117053258,0.00268247710664003,0.000190229552665403,-4.5072,0.012093,0.00347384067882872,0.0413836208085028,2,"Evergreen conifer f.","mixed","woody"
"BONA",-0.00020142,0.00103233117053258,0.00268247710664003,0.000190229552665403,NA,0.012093,0.00347384067882872,0.0413836208085028,0,"Evergreen conifer f.","mixed","woody"
"BONA",-0.00020142,0.00103233117053258,0.00268247710664003,0.000190229552665403,20.38,0.012093,0.00347384067882872,0.0413836208085028,0,"Evergreen conifer f.","mixed","woody"
"BONA",-0.00020142,0.00103233117053258,0.00268247710664003,0.000190229552665403,20.38,NA,0.00347384067882872,0.0413836208085028,0,"Evergreen conifer f.","mixed","woody"
"BONA",-0.00020142,0.00103233117053258,0.00268247710664003,0.000190229552665403,20.38,0.33818,0.00347384067882872,0.0413836208085028,6,"Evergreen conifer f.","mixed","woody"
"Boshum",0.00051032,-0.000692889351829061,-0.00280209162960988,-0.000893560836161457,7.57509174056776,0.0106210936688762,-0.0128104148821274,0.0201699824284968,6,"Broadleaf evergreen f.","broadleaf","woody"
"Boshum",NA,-0.000692889351829061,-0.00280209162960988,-0.000893560836161457,7.57509174056776,0.0106210936688762,-0.0128104148821274,0.0201699824284968,0,"Broadleaf evergreen f.","broadleaf","woody"
"Boshum",-0.00016319,-0.000692889351829061,-0.00280209162960988,-0.000893560836161457,7.57509174056776,0.0106210936688762,-0.0128104148821274,0.0201699824284968,26,"Broadleaf evergreen f.","broadleaf","woody"
"Cacao-1",-9.11427658125843e-05,-0.00153290809766746,-0.00446702554238087,-0.000657298169720855,15.4682450797549,0.00770059562749732,-0.0124219262018915,0.0163898485594332,34,"Broadleaf evergreen f.","broadleaf","woody"
"Cacao-2",-4.10545670201506e-05,-0.00153290809766746,-0.00446702554238087,-0.000657298169720855,15.4682450797549,0.00770059562749732,-0.0124219262018915,0.0163898485594332,34,"Broadleaf evergreen f.","broadleaf","woody"
"CBT",4.3018067887728e-05,0.00209594251621478,0.00574872754225383,9.4476561730854e-05,-12.684,0.0285644423893272,0.0608892843782308,0.0375415767684552,15,"Grassland","grass","nonWoody"
"CBT",4.3018067887728e-05,0.00209594251621478,0.00574872754225383,9.4476561730854e-05,NA,0.0285644423893272,0.0608892843782308,0.0375415767684552,0,"Grassland","grass","nonWoody"
"CBT",4.3018067887728e-05,0.00209594251621478,0.00574872754225383,9.4476561730854e-05,4.6126,0.0285644423893272,0.0608892843782308,0.0375415767684552,17,"Grassland","grass","nonWoody"
"Cecilia",0.00013524,-0.000992296086069591,-0.0043459167049682,-0.000760539419081765,7.49499712319606,-0.0042518,-0.015545455783334,0.0203943991836842,8,"Broadleaf evergreen f.","broadleaf","woody"
"Cecilia",NA,-0.000992296086069591,-0.0043459167049682,-0.000760539419081765,7.49499712319606,-0.0042518,-0.015545455783334,0.0203943991836842,0,"Broadleaf evergreen f.","broadleaf","woody"
"Cecilia",-0.00011184,-0.000992296086069591,-0.0043459167049682,-0.000760539419081765,7.49499712319606,-0.0042518,-0.015545455783334,0.0203943991836842,14,"Broadleaf evergreen f.","broadleaf","woody"
"Cecilia",-0.00011184,-0.000992296086069591,-0.0043459167049682,-0.000760539419081765,7.49499712319606,NA,-0.015545455783334,0.0203943991836842,0,"Broadleaf evergreen f.","broadleaf","woody"
"Cecilia",-0.00011184,-0.000992296086069591,-0.0043459167049682,-0.000760539419081765,7.49499712319606,0.071956,-0.015545455783334,0.0203943991836842,8,"Broadleaf evergreen f.","broadleaf","woody"
"Cielo",0.0001665,0.0022959784648941,0.00347150775535667,0.00133387623282265,-3.59106939912055,0.004813,0.0247087750462909,0.00863833648271446,12,"Broadleaf evergreen f.","broadleaf","woody"
"Cielo",NA,0.0022959784648941,0.00347150775535667,0.00133387623282265,-3.59106939912055,0.004813,0.0247087750462909,0.00863833648271446,0,"Broadleaf evergreen f.","broadleaf","woody"
"Cielo",-0.0001724,0.0022959784648941,0.00347150775535667,0.00133387623282265,-3.59106939912055,0.004813,0.0247087750462909,0.00863833648271446,15,"Broadleaf evergreen f.","broadleaf","woody"
"Cielo",-0.0001724,0.0022959784648941,0.00347150775535667,0.00133387623282265,-3.59106939912055,NA,0.0247087750462909,0.00863833648271446,0,"Broadleaf evergreen f.","broadleaf","woody"
"Cielo",-0.0001724,0.0022959784648941,0.00347150775535667,0.00133387623282265,-3.59106939912055,0.22335,0.0247087750462909,0.00863833648271446,3,"Broadleaf evergreen f.","broadleaf","woody"
"Cin",-4.41638582965882e-05,0.00191938546216582,0.00526750442034065,3.98826662530918e-05,-12.4,0.0262888124173734,0.0616644127678332,0.0280034238140856,16,"Grassland","grass","nonWoody"
"Cin",-4.41638582965882e-05,0.00191938546216582,0.00526750442034065,3.98826662530918e-05,NA,0.0262888124173734,0.0616644127678332,0.0280034238140856,0,"Grassland","grass","nonWoody"
"Cin",-4.41638582965882e-05,0.00191938546216582,0.00526750442034065,3.98826662530918e-05,4.2359,0.0262888124173734,0.0616644127678332,0.0280034238140856,16,"Grassland","grass","nonWoody"
"CLBJ",-0.00021173,0.0050085091441933,0.0110108777210717,0.00246293059058928,-5.78060663175693,0.0242875327098505,0.0468940894835587,0.00812837057146792,8,"Broadleaf deciduous f.","broadleaf","woody"
"CLBJ",NA,0.0050085091441933,0.0110108777210717,0.00246293059058928,-5.78060663175693,0.0242875327098505,0.0468940894835587,0.00812837057146792,5,"Broadleaf deciduous f.","broadleaf","woody"
"CLBJ",0.00024273,0.0050085091441933,0.0110108777210717,0.00246293059058928,-5.78060663175693,0.0242875327098505,0.0468940894835587,0.00812837057146792,3,"Broadleaf deciduous f.","broadleaf","woody"
"CLBJ",-4.7649e-05,0.0050085091441933,0.0110108777210717,0.00246293059058928,-5.78060663175693,0.0242875327098505,0.0468940894835587,0.00812837057146792,19,"Broadleaf deciduous f.","broadleaf","woody"
"CWTT1",-1.14994104486726e-07,0.00166619628219805,0.00220607128185284,0.001455645636573,-2.2797776531912,0.0255858636378582,0.0213270249515833,0.0219892137088662,34,"Broadleaf deciduous f.","broadleaf","woody"
"CWTT2",-2.56970890495511e-05,0.00166619628219805,0.00220607128185284,0.001455645636573,-2.2797776531912,0.0255858636378582,0.0213270249515833,0.0219892137088662,34,"Broadleaf deciduous f.","broadleaf","woody"
"CWTT3",3.03070235100009e-05,0.00166619628219805,0.00220607128185284,0.001455645636573,-2.2797776531912,0.0255858636378582,0.0213270249515833,0.0219892137088662,34,"Broadleaf deciduous f.","broadleaf","woody"
"CWTT4",-3.92588184020795e-06,0.00168195246517338,0.00225068883877862,0.00152975833886412,-1.88906532814975,0.0267563079683475,0.0218847450669338,0.0301100753759848,34,"Broadleaf deciduous f.","broadleaf","woody"
"CWTT5",1.14834883507027e-05,0.00166619628219805,0.00220607128185284,0.001455645636573,-2.2797776531912,0.0255858636378582,0.0213270249515833,0.0219892137088662,34,"Broadleaf deciduous f.","broadleaf","woody"
"DCFS",NA,NA,NA,NA,NA,NA,NA,NA,34,"Grassland","grass","nonWoody"
"DEJU",NA,NA,NA,NA,NA,NA,NA,NA,34,"Evergreen conifer f.","conifer","woody"
"DELA",1.5566e-05,0.00289553052183152,0.00699026702501521,0.00136630962612043,0.759346182059347,0.0232279314974733,0.0292187893909672,0.0141243337861452,19,"Mixed f.","broadleaf","woody"
"DELA",NA,0.00289553052183152,0.00699026702501521,0.00136630962612043,0.759346182059347,0.0232279314974733,0.0292187893909672,0.0141243337861452,11,"Mixed f.","broadleaf","woody"
"DELA",-0.00016854,0.00289553052183152,0.00699026702501521,0.00136630962612043,0.759346182059347,0.0232279314974733,0.0292187893909672,0.0141243337861452,9,"Mixed f.","broadleaf","woody"
"DELA",0.00033744,0.00289553052183152,0.00699026702501521,0.00136630962612043,0.759346182059347,0.0232279314974733,0.0292187893909672,0.0141243337861452,2,"Mixed f.","broadleaf","woody"
"ElCujete",-0.0001238623802635,0.00212739670912864,0.00365370839718593,0.00146274208837951,-4.06217955196239,0.0033673,0.0246148923693859,0.00790161280666851,29,"Mixed f.","broadleaf","woody"
"ElCujete",-0.0001238623802635,0.00212739670912864,0.00365370839718593,0.00146274208837951,-4.06217955196239,NA,0.0246148923693859,0.00790161280666851,0,"Mixed f.","broadleaf","woody"
"ElCujete",-0.0001238623802635,0.00212739670912864,0.00365370839718593,0.00146274208837951,-4.06217955196239,0.22193,0.0246148923693859,0.00790161280666851,3,"Mixed f.","broadleaf","woody"
"Gothic_Asp",1.68258220885701e-05,0.00209594251621478,0.00574872754225383,9.4476561730854e-05,-12.684,0.0285644423893272,0.0608892843782308,0.0375415767684552,15,"Broadleaf deciduous f.","broadleaf","woody"
"Gothic_Asp",1.68258220885701e-05,0.00209594251621478,0.00574872754225383,9.4476561730854e-05,NA,0.0285644423893272,0.0608892843782308,0.0375415767684552,0,"Broadleaf deciduous f.","broadleaf","woody"
"Gothic_Asp",1.68258220885701e-05,0.00209594251621478,0.00574872754225383,9.4476561730854e-05,4.6126,0.0285644423893272,0.0608892843782308,0.0375415767684552,17,"Broadleaf deciduous f.","broadleaf","woody"
"GRSM",-4.2137e-05,0.00203238898333956,0.00317754349375794,0.00146994893484769,-1.42321509559257,0.0281177229149559,0.019350229350961,0.0279844472005645,28,"Broadleaf deciduous f.","broadleaf","woody"
"GRSM",NA,0.00203238898333956,0.00317754349375794,0.00146994893484769,-1.42321509559257,0.0281177229149559,0.019350229350961,0.0279844472005645,0,"Broadleaf deciduous f.","broadleaf","woody"
"GRSM",0.00033286,0.00203238898333956,0.00317754349375794,0.00146994893484769,-1.42321509559257,0.0281177229149559,0.019350229350961,0.0279844472005645,4,"Broadleaf deciduous f.","broadleaf","woody"
"GUAN",-5.66853732707508e-05,0.000554251406715299,0.0045553,0.000653520370157059,0.406380467789068,0.0148495303454459,0.00296828330948275,0.0243254543868545,21,"Broadleaf evergreen f.","broadleaf","woody"
"GUAN",-5.66853732707508e-05,0.000554251406715299,NA,0.000653520370157059,0.406380467789068,0.0148495303454459,0.00296828330948275,0.0243254543868545,0,"Broadleaf evergreen f.","broadleaf","woody"
"GUAN",-5.66853732707508e-05,0.000554251406715299,-0.010346,0.000653520370157059,0.406380467789068,0.0148495303454459,0.00296828330948275,0.0243254543868545,11,"Broadleaf evergreen f.","broadleaf","woody"
"HARV",-3.75363013661552e-07,0.00111496285342919,0.00495729856494131,0.000306265258208462,2.63298081587155,0.022786126023351,0.0487509900420737,0.0472866947058005,34,"Mixed f.","mixed","woody"
"HFRT1",-7.22250981657477e-06,0.00111496285342919,0.00495729856494131,0.000306265258208462,2.63298081587155,0.022786126023351,0.0487509900420737,0.0472866947058005,34,"Mixed f.","conifer","woody"
"HFRT2",1.7728573069409e-05,0.00111496285342919,0.00495729856494131,0.000306265258208462,2.63298081587155,0.022786126023351,0.0487509900420737,0.0472866947058005,34,"Mixed f.","conifer","woody"
"HFRT3",1.72936660767127e-05,0.00111496285342919,0.00495729856494131,0.000306265258208462,2.63298081587155,0.022786126023351,0.0487509900420737,0.0472866947058005,34,"Mixed f.","broadleaf","woody"
"HFRT4",8.54456159132037e-06,0.00111496285342919,0.00495729856494131,0.000306265258208462,2.63298081587155,0.022786126023351,0.0487509900420737,0.0472866947058005,34,"Mixed f.","broadleaf","woody"
"HFRT5",9.68738402641281e-06,0.00111496285342919,0.00495729856494131,0.000306265258208462,2.63298081587155,0.022786126023351,0.0487509900420737,0.0472866947058005,34,"Mixed f.","conifer","woody"
